GeneName	GWAS	SNPs	Intergenic	Context
LINC01416	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs9962650	0	intron_variant
LINC01470	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs10052000	0	intron_variant
LINC01470	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs10070616	0	intron_variant
LINC01470	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs2910032	0	intron_variant
LINC01470	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs4246036	0	intron_variant
LINC01470	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs67988891	0	intron_variant
LINC01470	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs72799142	0	intron_variant
LINC01470	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7736377	0	intron_variant
LINC01550	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs710284	1	intergenic_variant
LINC01572	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2194316	0	intron_variant
LINC01591	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1871729	1	intergenic_variant
LINC01627	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs308521	1	intergenic_variant
LINC01727	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6047481	1	intergenic_variant
LINC01761	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6702412	1	intergenic_variant
LINC01776	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs115578460	1	intergenic_variant
LINC01791	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4804951	0	intron_variant
LINC01865	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs28405493	1	intergenic_variant
LINC01876	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs11883686	0	intron_variant
LINC01876	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs4538155	0	intron_variant
LINC01910	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs117535166	1	intergenic_variant
LINC01911	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs4128364	0	intron_variant
LINC01933	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs142704867	1	intergenic_variant
LINC01933	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs723427	1	intergenic_variant
LINC01937	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs78440618	0	intron_variant
LINC01947	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs42210	1	intergenic_variant
LINC01947	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs72834074	1	intergenic_variant
LINC01950	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs62378355	0	intron_variant
LINC01954	gwas_catalog:EFO_0008328_|_PubMedID:28604731	rs569778919	1	intergenic_variant
LINC01982	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12601968	1	intergenic_variant
LINC01982	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs9903973	0	intron_variant
LINC01985	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs4955158	1	regulatory_region_variant
LINC01994	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs17826722	1	intergenic_variant
LINC01994	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs1906508	1	intergenic_variant
LINC01994	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9836621	1	intergenic_variant
LINC01995	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4484214	1	intergenic_variant
LINC01995	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs6443810	1	intergenic_variant
LINC02008	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs112201801	1	intergenic_variant
LINC02008	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs56242353	1	intergenic_variant
LINC02033	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs114848860	1	intergenic_variant
LINC02033	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs115774037	1	intergenic_variant
LINC02067	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs2004862	1	intergenic_variant
LINC02180	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1344490	1	intergenic_variant
LINC02196	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7449161	0	splice_region_variant
LINC02210-CRHR1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs17688916	0	intron_variant
LINC02229	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs542867945	1	intergenic_variant
LINC02253	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs12441664	1	intergenic_variant
LINC02261	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1502249	1	intergenic_variant
LINC02263	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs4339281	0	intron_variant
LINC02322	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6573308	1	intergenic_variant
LINC02377	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9991917	0	intron_variant
LINC02392	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4842509	1	intergenic_variant
LINC02406	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7315607	1	intergenic_variant
LINC02465	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs17455138	1	intergenic_variant
LINC02479	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs17455138	1	intergenic_variant
LINC02498	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs13116306	1	intergenic_variant
LINC02534	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4535583	1	intergenic_variant
LINC02609	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:27494321;30595370;30696823;30804565	rs72720396	1	intergenic_variant
LINC02610	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs114769095	0	non_coding_transcript_exon_variant
LINC02641	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs6599694	0	intron_variant
LINC02702	gwas_catalog:EFO_0005271_|_PubMedID:30804565;30846698	rs1263056	1	intergenic_variant
LINC02742	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs1517572	0	intron_variant
LINC02742	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs1607227	0	intron_variant
LINC02787	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs74802342	1	intergenic_variant
LINC02790	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7522677	0	intron_variant
LINC02792	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs11588913	1	intergenic_variant
LINC02792	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs17416934	1	intergenic_variant
LINC02840	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs520954	0	intron_variant
LINC02840	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs827749	0	intron_variant
LINC02840	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs827751	0	intron_variant
LINC02840	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26835600;30696823;30804565	rs9479402	0	intron_variant
LINC02867	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs72773411	0	non_coding_transcript_exon_variant
LINGO1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs3935182	0	intron_variant
LMAN2	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs151014368	1	regulatory_region_variant
LMBRD1	gwas_catalog:EFO_0005271_|_PubMedID:25469926	rs9346353	0	intron_variant
LMOD1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs2820313	0	intron_variant
LPP	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs13087217	0	intron_variant
LRPPRC	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs75120545	1	TF_binding_site_variant
LRRC17	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs847649	0	intron_variant
LRRTM4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1929447	0	intron_variant
LRRTM4	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4853283	0	intron_variant
LRRTM4	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7586062	0	intron_variant
LRRTM4	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs10520176	0	intron_variant
LRRTM4-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs10520176	0	intron_variant
LSAMP	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs72950188	0	intron_variant
LSAMP	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs79402305	0	intron_variant
LSM1P2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2901796	1	intergenic_variant
MACROD2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12481462	0	intron_variant
MACROD2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2760545	1	intergenic_variant
MACROD2	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs6034146	0	intron_variant
MAD1L1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs11763750	0	intron_variant
MAD1L1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs34731055	0	intron_variant
MAD1L1	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs3823624	0	intron_variant
MADD	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10838687	0	intron_variant
MADD	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs35233100	0	stop_gained
MADD	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs6485751	0	intron_variant
MAGI2	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs10236696	0	intron_variant
MAGI2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs3807651	0	intron_variant
MANBA	gwas_catalog:EFO_0004354_|_PubMedID:28604731	rs371681307	1	intergenic_variant
MAP2	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs10173260	0	intron_variant
MAP3K20	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs13004345	0	intron_variant
MAP3K20-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs13004345	0	intron_variant
MAPKAP1	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs2416963	0	intron_variant
MAPT	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12150229	0	intron_variant
MAPT	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs1991556	0	intron_variant
MAPT	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs62061734	0	intron_variant
MARK2P10	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10254050	1	intergenic_variant
MARK2P10	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2922966	1	intergenic_variant
MARK2P10	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs2948276	1	TF_binding_site_variant
MARK2P10	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs4729303	1	intergenic_variant
MARK2P10	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs73228360	1	intergenic_variant
MAX	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs55658675	0	intron_variant
MCM5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs28459838	1	intergenic_variant
MCM5	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs28580373	1	intergenic_variant
MDFI	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs2842638	1	intergenic_variant
MDFIC	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs651902	1	regulatory_region_variant
MDGA1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs13203140	0	intron_variant
MED13L	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs74643199	1	regulatory_region_variant
MED9	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1242490	0	intron_variant
MEF2C	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs304137	0	intron_variant
MEF2C	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs34875688	0	intron_variant
MEF2C-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs34875688	0	intron_variant
MEF2C-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs79864120	0	intron_variant
MEIS1	gwas_catalog:EFO_0005271;EFO_0008328;EFO_0004354;EFO_0007875;EFO_0007876;EFO_0004354_|_PubMedID:27992416;30696823;30804565;30120083;30531941	rs113851554	0	intron_variant
MEIS2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2701524	0	intron_variant
METTL15	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4923541	0	intron_variant
MFSD2B	gwas_catalog:EFO_0004354_|_PubMedID:27494321	rs70944707	0	intron_variant
MGAT3	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs5757675	1	intergenic_variant
MGAT5B	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs487952	0	intron_variant
MICD	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs56402621	1	intron_variant
MINK1	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs11654671	1	intergenic_variant
MIR100HG	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs3867239	0	intron_variant
MIR100HG	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs577924	0	intron_variant
MIR3681HG	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs62124718	0	intron_variant
MIR4455	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs4276324	1	regulatory_region_variant
MIR4704	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9571526	1	intergenic_variant
MIR5007	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2860457	1	intergenic_variant
MIR5007	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4884166	1	intergenic_variant
MIR548A1HG	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs12194155	0	intron_variant
MIR548A1HG	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2742986	1	intergenic_variant
MIR548A1HG	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs72828533	1	intergenic_variant
MIR548A1HG	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs72828540	1	intergenic_variant
MIR548A1HG	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9465253	1	intergenic_variant
MIR548AI	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11154718	1	intergenic_variant
MIR924HG	gwas_catalog:EFO_0005271_|_PubMedID:25469926	rs12165098	1	intergenic_variant
MLLT10	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs12246842	0	intron_variant
MMAB	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs11614986	0	intron_variant
MMP20	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs17098961	0	intron_variant
MMP7	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs7131148	1	intergenic_variant
MPPED2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12799529	0	3_prime_UTR_variant
MPPED2	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs2282300	0	intron_variant
MPPED2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs621421	1	intergenic_variant
MPPED2	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs640245	1	intergenic_variant
MPZL3	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs75458655	0	intron_variant
MRAS	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4550782	1	intergenic_variant
MRPL49P1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1459192	1	intergenic_variant
MRPS17P3	gwas_catalog:EFO_0007875_|_PubMedID:27992416	rs182765975	1	intergenic_variant
MSI2	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs8072058	0	intron_variant
MSRA	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs2975734	0	intron_variant
MTCH2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11039308	1	intergenic_variant
MTND2P9	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12378543	1	intergenic_variant
MTNR1B	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs271043	1	intergenic_variant
MTNR1B	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4237555	1	intergenic_variant
MTRF1L	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26835600;30696823;30804565	rs62436127	0	intron_variant
MXD3	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs151014368	1	regulatory_region_variant
MYCBP2	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs61963491	1	intergenic_variant
MYCBP2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9573999	0	intron_variant
MYCBP2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9574021	0	intron_variant
MYCBP2-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9573999	0	intron_variant
MYO16	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs3815983	0	splice_region_variant
MYO16	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9521184	0	intron_variant
NAA11	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6816922	0	intron_variant
NAA25	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs7298532	0	intron_variant
NAALADL2	gwas_catalog:EFO_0005271_|_PubMedID:23728906	rs2042126	0	intron_variant
NAGA	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs55715427	0	splice_region_variant
NALCN	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs79972364	0	intron_variant
NAV3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs711098	0	intron_variant
NBL1	gwas_catalog:EFO_0004354_|_PubMedID:26955885;27494321;28604731	rs2050122	1	regulatory_region_variant
NBL1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs6691624	1	regulatory_region_variant
NCEH1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs3850174	0	intron_variant
NCK2	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs10194961	1	intergenic_variant
NDUFS1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs184033703	1	intergenic_variant
NEK1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs4535301	1	regulatory_region_variant
NEK6	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs3780204	0	intron_variant
NF1P12	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11182930	1	intergenic_variant
NFASC	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs147964682	0	intron_variant
NFATC3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs72790386	0	intron_variant
NFKB1	gwas_catalog:EFO_0004354_|_PubMedID:28604731	rs371681307	1	intergenic_variant
NFU1P2	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs12567114	1	intergenic_variant
NFU1P2	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs2660302	1	regulatory_region_variant
NMD3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1599374	0	intron_variant
NMD3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2404340	1	intergenic_variant
NMD3	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs6765270	0	intron_variant
NMD3	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs9790314	1	intergenic_variant
NMNAT2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs115807391	0	intron_variant
NOCT	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs938836	0	intron_variant
NOL4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12456222	0	intron_variant
NOL4	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs12965577	0	intron_variant
NOL4	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30804565	rs4239386	0	intron_variant
NOL4	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4395148	0	intron_variant
NOL4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4419127	0	intron_variant
NOL4L	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs1737893	0	intron_variant
NOVA1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs6575005	0	intron_variant
NOVA2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1007204	1	intergenic_variant
NPAS2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs34509802	0	intron_variant
NPAS2-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs34509802	0	intron_variant
NPC1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1788784	0	intron_variant
NPL	gwas_catalog:EFO_0004354;EFO_0008328_|_PubMedID:26835600;30696823	rs78743131	1	regulatory_region_variant
NPM1P22	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs289055	1	intergenic_variant
NPM1P46	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs787988	1	regulatory_region_variant
NPM1P48	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs10196909	1	intergenic_variant
NPM1P48	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs13011556	1	intergenic_variant
NPM1P48	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs76048411	1	intergenic_variant
NPS	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10830107	1	intergenic_variant
NR3C1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs6191	0	3_prime_UTR_variant
NR5A1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4838192	0	intron_variant
NRG1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs13255030	0	intron_variant
NRG1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs1481757	0	intron_variant
NRG1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs34344642	0	intron_variant
NRG1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs71523448	0	intron_variant
NRG1-IT1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs1481757	0	intron_variant
NRN1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs4960162	1	intergenic_variant
NRTN	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs36055559	1	intergenic_variant
NRXN1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs10180284	0	intron_variant
NRXN1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs116131939	0	intron_variant
NRXN1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12470914	0	intron_variant
NRXN1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1402121	0	intron_variant
NRXN1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1520524	0	intron_variant
NRXN1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs17040190	0	intron_variant
NRXN1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs7602425	0	intron_variant
NRXN3	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs112306229	0	intron_variant
NRXN3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12436039	0	intron_variant
NSG2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12518401	0	intron_variant
NT5C2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1163238	0	intron_variant
NXF3	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs5987510	1	regulatory_region_variant
NXF5	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs6621219	0	intron_variant
NXPE2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7108229	1	intergenic_variant
NXPH1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs16873715	0	intron_variant
OBI1-AS1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs12583965	0	intron_variant
OFCC1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs73720625	0	intron_variant
OGFRP1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs762995	0	non_coding_transcript_exon_variant
OLFM2	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs2303100	0	missense_variant
OR2J2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9295795	1	intergenic_variant
OR2J4P	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9295795	1	intergenic_variant
OR7E111P	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs289055	1	intergenic_variant
OR9Q1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11229264	0	intron_variant
ORAI2	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs6960360	0	intron_variant
ORAI2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs77655131	0	intron_variant
ORC5	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs62485867	1	intergenic_variant
OTX2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs962961	0	intron_variant
OTX2-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs56376592	0	intron_variant
OTX2-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs962961	0	intron_variant
OVAAL	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4652514	0	intron_variant
P2RY1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6440833	1	intergenic_variant
PABPC1L	gwas_catalog:EFO_0008328;EFO_0005271_|_PubMedID:30595370;30696823;30804565;30846698	rs2072727	0	5_prime_UTR_variant
PABPC1P2	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs35662245	1	intergenic_variant
PAFAH1B1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4790352	0	intron_variant
PAM	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs3776864	0	intron_variant
PAM	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs56372231	0	intron_variant
PAM	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs6889592	0	intron_variant
PATJ	gwas_catalog:EFO_0004354;EFO_0005271;EFO_0007875;EFO_0007876;EFO_0008328_|_PubMedID:27494321;27992416;30595370;30696823;30804565	rs12140153	0	missense_variant
PAX5	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs10973160	0	intron_variant
PAX5	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1936637	0	intron_variant
PAX8	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs2863244	0	intron_variant
PAX8	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs62158170	1	intergenic_variant
PAX8-AS1	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs2863244	0	intron_variant
PBX1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs6426881	0	3_prime_UTR_variant
PBX2P1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs17635531	1	intergenic_variant
PBX3	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs10987006	0	intron_variant
PC	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4008953	0	intron_variant
PCCB	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs9843801	0	intron_variant
PCDH15	gwas_catalog:EFO_0005271_|_PubMedID:27992416	rs146977851	0	intron_variant
PCDH15	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1630848	0	intron_variant
PCDH15	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs66617308	0	intron_variant
PCGF5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2648721	0	intron_variant
PCSK2	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs6131942	0	intron_variant
PCYOX1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs2706762	0	missense_variant
PDE10A	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs9348050	0	intron_variant
PDE1C	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs10236197	0	intron_variant
